customer_id,customer_name,email,city,state,signup_date
42,Customer_42,customer42@example.com,Mumbai,Rajasthan,2024-01-26
43,Customer_43,customer43@example.com,Ahmedabad,Uttar Pradesh,2024-06-25
44,Customer_44,customer44@example.com,Chennai,West Bengal,2023-01-12
45,Customer_45,customer45@example.com,Mumbai,West Bengal,2023-10-01
46,Customer_46,customer46@example.com,Pune,Maharashtra,2023-10-28
47,Customer_47,customer47@example.com,Jaipur,Karnataka,2024-04-09
48,Customer_48,customer48@example.com,Delhi,Tamil Nadu,2024-05-27
49,Customer_49,customer49@example.com,Bengaluru,West Bengal,2023-04-19
50,Customer_50,customer50@example.com,Chennai,West Bengal,2024-09-15
51,Customer_51,customer51@example.com,Hyderabad,Karnataka,2024-01-18
52,Customer_52,customer52@example.com,Bengaluru,West Bengal,2024-06-27
53,Customer_53,customer53@example.com,Delhi,Gujarat,2023-11-28
54,Customer_54,customer54@example.com,Lucknow,Delhi,2023-04-25
55,Customer_55,customer55@example.com,Pune,Tamil Nadu,2023-09-03
56,Customer_56,customer56@example.com,Delhi,Telangana,2024-08-03
57,Customer_57,customer57@example.com,Mumbai,Maharashtra,2024-05-12
58,Customer_58,customer58@example.com,Mumbai,West Bengal,2023-05-09
59,Customer_59,customer59@example.com,Bengaluru,Uttar Pradesh,2024-07-16
60,Customer_60,customer60@example.com,Bengaluru,Tamil Nadu,2024-06-24
61,Customer_61,customer61@example.com,Ahmedabad,Rajasthan,2023-08-05
62,Customer_62,customer62@example.com,Kolkata,Telangana,2023-11-16
63,Customer_63,customer63@example.com,Jaipur,Maharashtra,2024-03-24
64,Customer_64,customer64@example.com,Kolkata,Uttar Pradesh,2023-05-04
65,Customer_65,customer65@example.com,Hyderabad,Telangana,2023-03-07
66,Customer_66,customer66@example.com,Pune,Delhi,2024-08-25
67,Customer_67,customer67@example.com,Kolkata,Telangana,2024-08-25
68,Customer_68,customer68@example.com,Hyderabad,Delhi,2023-03-14
69,Customer_69,customer69@example.com,Delhi,Telangana,2023-03-11
70,Customer_70,customer70@example.com,Delhi,Maharashtra,2023-03-14
71,Customer_71,customer71@example.com,Kolkata,Telangana,2023-10-13
72,Customer_72,customer72@example.com,Lucknow,Telangana,2024-07-06
73,Customer_73,customer73@example.com,Bengaluru,Gujarat,2024-08-13
74,Customer_74,customer74@example.com,Lucknow,Telangana,2024-04-29
75,Customer_75,customer75@example.com,Jaipur,Telangana,2023-04-07
76,Customer_76,customer76@example.com,Mumbai,Rajasthan,2023-12-29
77,Customer_77,customer77@example.com,Jaipur,Rajasthan,2024-04-23
78,Customer_78,customer78@example.com,Delhi,Maharashtra,2023-03-04
79,Customer_79,customer79@example.com,Jaipur,Maharashtra,2023-04-22
80,Customer_80,customer80@example.com,Hyderabad,Telangana,2023-07-14
81,Customer_81,customer81@example.com,Kolkata,Uttar Pradesh,2023-05-24
82,Customer_82,customer82@example.com,Jaipur,Karnataka,2023-10-13
83,Customer_83,customer83@example.com,Lucknow,Telangana,2023-03-19
84,Customer_84,customer84@example.com,Lucknow,West Bengal,2023-04-11
85,Customer_85,customer85@example.com,Delhi,West Bengal,2023-01-16
86,Customer_86,customer86@example.com,Mumbai,Telangana,2023-06-20
87,Customer_87,customer87@example.com,Jaipur,Uttar Pradesh,2024-05-07
88,Customer_88,customer88@example.com,Hyderabad,Rajasthan,2023-03-02
89,Customer_89,customer89@example.com,Bengaluru,Rajasthan,2023-01-03
90,Customer_90,customer90@example.com,Jaipur,Tamil Nadu,2024-04-10
91,Customer_91,customer91@example.com,Chennai,Rajasthan,2024-07-23
92,Customer_92,customer92@example.com,Lucknow,Karnataka,2023-07-14
93,Customer_93,customer93@example.com,Chennai,Telangana,2023-03-01
94,Customer_94,customer94@example.com,Ahmedabad,West Bengal,2023-03-04
95,Customer_95,customer95@example.com,Pune,Delhi,2023-02-21
96,Customer_96,customer96@example.com,Ahmedabad,Uttar Pradesh,2024-05-29
97,Customer_97,customer97@example.com,Kolkata,Karnataka,2023-02-28
98,Customer_98,customer98@example.com,Kolkata,Maharashtra,2023-07-10
99,Customer_99,customer99@example.com,Mumbai,Gujarat,2023-03-11
100,Customer_100,customer100@example.com,Hyderabad,Rajasthan,2023-05-03
101,Customer_101,customer101@example.com,Ahmedabad,Telangana,2024-08-15
102,Customer_102,customer102@example.com,Ahmedabad,Delhi,2024-09-26
103,Customer_103,customer103@example.com,Mumbai,Rajasthan,2024-11-04
104,Customer_104,customer104@example.com,Ahmedabad,Gujarat,2024-06-19
105,Customer_105,customer105@example.com,Pune,Tamil Nadu,2023-07-29
106,Customer_106,customer106@example.com,Pune,Telangana,2023-09-29
107,Customer_107,customer107@example.com,Jaipur,Karnataka,2024-11-18
108,Customer_108,customer108@example.com,Chennai,Uttar Pradesh,2023-11-20
109,Customer_109,customer109@example.com,Mumbai,Delhi,2024-04-14
110,Customer_110,customer110@example.com,Ahmedabad,Gujarat,2023-04-13
111,Customer_111,customer111@example.com,Mumbai,West Bengal,2023-08-07
112,Customer_112,customer112@example.com,Kolkata,Tamil Nadu,2023-05-16
113,Customer_113,customer113@example.com,Pune,Maharashtra,2023-09-08
114,Customer_114,customer114@example.com,Pune,Tamil Nadu,2023-06-11
115,Customer_115,customer115@example.com,Lucknow,West Bengal,2023-11-06
116,Customer_116,customer116@example.com,Ahmedabad,West Bengal,2023-01-09
117,Customer_117,customer117@example.com,Kolkata,Tamil Nadu,2024-11-10
118,Customer_118,customer118@example.com,Mumbai,Karnataka,2023-09-28
119,Customer_119,customer119@example.com,Mumbai,Maharashtra,2024-07-20
120,Customer_120,customer120@example.com,Bengaluru,Tamil Nadu,2023-10-16
121,Customer_121,customer121@example.com,Ahmedabad,Telangana,2023-12-18
122,Customer_122,customer122@example.com,Hyderabad,Tamil Nadu,2024-06-01
123,Customer_123,customer123@example.com,Lucknow,Tamil Nadu,2023-02-22
124,Customer_124,customer124@example.com,Mumbai,Rajasthan,2023-10-11
125,Customer_125,customer125@example.com,Delhi,Delhi,2023-12-08
126,Customer_126,customer126@example.com,Bengaluru,Tamil Nadu,2023-06-15
127,Customer_127,customer127@example.com,Lucknow,West Bengal,2024-03-13
128,Customer_128,customer128@example.com,Kolkata,Delhi,2023-04-25
129,Customer_129,customer129@example.com,Mumbai,Karnataka,2024-07-12
130,Customer_130,customer130@example.com,Delhi,Maharashtra,2024-08-19
131,Customer_131,customer131@example.com,Kolkata,Karnataka,2024-03-16
132,Customer_132,customer132@example.com,Bengaluru,Delhi,2023-11-12
133,Customer_133,customer133@example.com,Pune,Delhi,2024-01-02
134,Customer_134,customer134@example.com,Hyderabad,Telangana,2024-11-13
135,Customer_135,customer135@example.com,Mumbai,Maharashtra,2024-07-27
136,Customer_136,customer136@example.com,Jaipur,Gujarat,2023-06-08
137,Customer_137,customer137@example.com,Hyderabad,Karnataka,2023-07-01
138,Customer_138,customer138@example.com,Jaipur,Delhi,2023-07-03
139,Customer_139,customer139@example.com,Pune,Rajasthan,2024-11-16
140,Customer_140,customer140@example.com,Hyderabad,Tamil Nadu,2023-06-13
141,Customer_141,customer141@example.com,Mumbai,Rajasthan,2023-02-09
142,Customer_142,customer142@example.com,Lucknow,Telangana,2023-07-24
143,Customer_143,customer143@example.com,Lucknow,Maharashtra,2023-11-09
144,Customer_144,customer144@example.com,Hyderabad,Telangana,2023-01-25
145,Customer_145,customer145@example.com,Hyderabad,Rajasthan,2023-12-03
146,Customer_146,customer146@example.com,Chennai,Maharashtra,2023-10-13
147,Customer_147,customer147@example.com,Pune,West Bengal,2024-02-14
148,Customer_148,customer148@example.com,Kolkata,Maharashtra,2023-01-29
149,Customer_149,customer149@example.com,Mumbai,Tamil Nadu,2023-07-02
150,Customer_150,customer150@example.com,Ahmedabad,Tamil Nadu,2023-02-09
151,Customer_151,customer151@example.com,Mumbai,Gujarat,2024-03-20
152,Customer_152,customer152@example.com,Pune,Maharashtra,2024-03-22
153,Customer_153,customer153@example.com,Ahmedabad,West Bengal,2023-04-29
154,Customer_154,customer154@example.com,Jaipur,Gujarat,2023-07-14
155,Customer_155,customer155@example.com,Chennai,Delhi,2024-03-22
156,Customer_156,customer156@example.com,Delhi,West Bengal,2024-07-05
157,Customer_157,customer157@example.com,Hyderabad,Maharashtra,2024-03-17
158,Customer_158,customer158@example.com,Mumbai,Maharashtra,2024-09-30
159,Customer_159,customer159@example.com,Pune,Maharashtra,2023-11-04
160,Customer_160,customer160@example.com,Kolkata,Tamil Nadu,2024-11-13
161,Customer_161,customer161@example.com,Jaipur,Maharashtra,2024-02-17
162,Customer_162,customer162@example.com,Chennai,West Bengal,2023-05-11
163,Customer_163,customer163@example.com,Hyderabad,Rajasthan,2024-11-11
164,Customer_164,customer164@example.com,Jaipur,Karnataka,2024-09-22
165,Customer_165,customer165@example.com,Ahmedabad,Tamil Nadu,2024-02-20
166,Customer_166,customer166@example.com,Kolkata,Delhi,2023-11-08
167,Customer_167,customer167@example.com,Chennai,Telangana,2024-03-16
168,Customer_168,customer168@example.com,Ahmedabad,Gujarat,2024-11-01
169,Customer_169,customer169@example.com,Pune,Uttar Pradesh,2024-03-28
170,Customer_170,customer170@example.com,Lucknow,Telangana,2024-06-07
171,Customer_171,customer171@example.com,Lucknow,Karnataka,2024-11-05
172,Customer_172,customer172@example.com,Mumbai,Tamil Nadu,2024-06-11
173,Customer_173,customer173@example.com,Ahmedabad,Maharashtra,2023-04-06
174,Customer_174,customer174@example.com,Hyderabad,Tamil Nadu,2023-08-19
175,Customer_175,customer175@example.com,Hyderabad,Karnataka,2023-01-26
176,Customer_176,customer176@example.com,Delhi,Telangana,2024-05-01
177,Customer_177,customer177@example.com,Ahmedabad,Maharashtra,2024-04-11
178,Customer_178,customer178@example.com,Jaipur,Gujarat,2023-07-19
179,Customer_179,customer179@example.com,Jaipur,Uttar Pradesh,2024-02-14
180,Customer_180,customer180@example.com,Hyderabad,Karnataka,2024-11-02
181,Customer_181,customer181@example.com,Delhi,Maharashtra,2024-03-11
182,Customer_182,customer182@example.com,Hyderabad,Karnataka,2024-06-14
183,Customer_183,customer183@example.com,Lucknow,Delhi,2024-07-24
184,Customer_184,customer184@example.com,Hyderabad,Maharashtra,2024-04-12
185,Customer_185,customer185@example.com,Bengaluru,Uttar Pradesh,2024-11-14
186,Customer_186,customer186@example.com,Kolkata,West Bengal,2024-09-01
187,Customer_187,customer187@example.com,Pune,Uttar Pradesh,2024-09-19
188,Customer_188,customer188@example.com,Kolkata,Rajasthan,2024-07-15
189,Customer_189,customer189@example.com,Lucknow,Karnataka,2024-05-01
190,Customer_190,customer190@example.com,Lucknow,Tamil Nadu,2023-09-11
191,Customer_191,customer191@example.com,Chennai,West Bengal,2024-05-11
192,Customer_192,customer192@example.com,Hyderabad,Tamil Nadu,2024-03-26
193,Customer_193,customer193@example.com,Mumbai,Tamil Nadu,2023-08-29
194,Customer_194,customer194@example.com,Chennai,Maharashtra,2023-11-24
195,Customer_195,customer195@example.com,Kolkata,Maharashtra,2023-05-22
196,Customer_196,customer196@example.com,Bengaluru,Telangana,2024-01-28
197,Customer_197,customer197@example.com,Bengaluru,Telangana,2023-03-07
198,Customer_198,customer198@example.com,Jaipur,Rajasthan,2023-12-05
199,Customer_199,customer199@example.com,Kolkata,Uttar Pradesh,2024-03-01
200,Customer_200,customer200@example.com,Delhi,Telangana,2024-03-06
201,Customer_201,customer201@example.com,Jaipur,Gujarat,2023-01-21
202,Customer_202,customer202@example.com,Ahmedabad,Rajasthan,2024-05-03
203,Customer_203,customer203@example.com,Delhi,Maharashtra,2023-11-02
204,Customer_204,customer204@example.com,Jaipur,Rajasthan,2024-07-05
205,Customer_205,customer205@example.com,Kolkata,Gujarat,2023-08-14
206,Customer_206,customer206@example.com,Lucknow,Telangana,2023-10-07
207,Customer_207,customer207@example.com,Jaipur,Uttar Pradesh,2023-01-30
208,Customer_208,customer208@example.com,Jaipur,Maharashtra,2024-11-15
209,Customer_209,customer209@example.com,Jaipur,Karnataka,2024-04-23
210,Customer_210,customer210@example.com,Bengaluru,Gujarat,2024-06-30
211,Customer_211,customer211@example.com,Delhi,Rajasthan,2024-08-29
212,Customer_212,customer212@example.com,Ahmedabad,Delhi,2023-03-27
213,Customer_213,customer213@example.com,Jaipur,Karnataka,2024-04-17
214,Customer_214,customer214@example.com,Bengaluru,Delhi,2023-09-24
215,Customer_215,customer215@example.com,Jaipur,Maharashtra,2023-08-05
216,Customer_216,customer216@example.com,Lucknow,Maharashtra,2023-12-12
217,Customer_217,customer217@example.com,Jaipur,Tamil Nadu,2024-03-07
218,Customer_218,customer218@example.com,Chennai,Maharashtra,2024-04-26
219,Customer_219,customer219@example.com,Delhi,West Bengal,2023-02-23
220,Customer_220,customer220@example.com,Pune,Telangana,2024-10-27
221,Customer_221,customer221@example.com,Mumbai,Delhi,2023-02-01
222,Customer_222,customer222@example.com,Hyderabad,Telangana,2023-01-21
223,Customer_223,customer223@example.com,Ahmedabad,Karnataka,2023-09-02
224,Customer_224,customer224@example.com,Bengaluru,Uttar Pradesh,2024-11-16
225,Customer_225,customer225@example.com,Mumbai,Gujarat,2023-08-12
226,Customer_226,customer226@example.com,Lucknow,Tamil Nadu,2024-01-13
227,Customer_227,customer227@example.com,Bengaluru,Gujarat,2024-09-13
228,Customer_228,customer228@example.com,Mumbai,Karnataka,2023-11-15
229,Customer_229,customer229@example.com,Mumbai,Gujarat,2023-01-27
230,Customer_230,customer230@example.com,Chennai,Gujarat,2024-11-24
231,Customer_231,customer231@example.com,Jaipur,Rajasthan,2023-07-23
232,Customer_232,customer232@example.com,Mumbai,Gujarat,2024-10-04
233,Customer_233,customer233@example.com,Hyderabad,Maharashtra,2023-11-05
234,Customer_234,customer234@example.com,Ahmedabad,Maharashtra,2024-08-02
235,Customer_235,customer235@example.com,Delhi,Maharashtra,2024-06-29
236,Customer_236,customer236@example.com,Jaipur,Maharashtra,2023-03-12
237,Customer_237,customer237@example.com,Kolkata,Maharashtra,2023-01-13
238,Customer_238,customer238@example.com,Jaipur,Uttar Pradesh,2023-04-19
239,Customer_239,customer239@example.com,Jaipur,Maharashtra,2024-10-12
240,Customer_240,customer240@example.com,Lucknow,Karnataka,2024-03-21
241,Customer_241,customer241@example.com,Bengaluru,West Bengal,2024-10-28
242,Customer_242,customer242@example.com,Chennai,Gujarat,2024-07-05
243,Customer_243,customer243@example.com,Lucknow,Uttar Pradesh,2024-03-22
244,Customer_244,customer244@example.com,Ahmedabad,Tamil Nadu,2023-11-27
245,Customer_245,customer245@example.com,Hyderabad,Maharashtra,2023-10-13
246,Customer_246,customer246@example.com,Lucknow,Telangana,2024-04-20
247,Customer_247,customer247@example.com,Ahmedabad,Gujarat,2024-11-15
248,Customer_248,customer248@example.com,Jaipur,Maharashtra,2023-01-30
249,Customer_249,customer249@example.com,Lucknow,Maharashtra,2023-07-06
250,Customer_250,customer250@example.com,Lucknow,Telangana,2023-12-30
251,Customer_251,customer251@example.com,Chennai,Maharashtra,2023-10-14
252,Customer_252,customer252@example.com,Ahmedabad,Tamil Nadu,2024-07-23
253,Customer_253,customer253@example.com,Delhi,West Bengal,2023-07-15
254,Customer_254,customer254@example.com,Mumbai,Telangana,2024-02-21
255,Customer_255,customer255@example.com,Lucknow,West Bengal,2023-09-04
256,Customer_256,customer256@example.com,Lucknow,Uttar Pradesh,2024-04-03
257,Customer_257,customer257@example.com,Delhi,Maharashtra,2023-10-29
258,Customer_258,customer258@example.com,Hyderabad,Rajasthan,2023-09-07
259,Customer_259,customer259@example.com,Chennai,Gujarat,2024-01-13
260,Customer_260,customer260@example.com,Lucknow,West Bengal,2024-06-27
261,Customer_261,customer261@example.com,Pune,Rajasthan,2024-07-17
262,Customer_262,customer262@example.com,Pune,Maharashtra,2024-04-09
263,Customer_263,customer263@example.com,Chennai,Tamil Nadu,2023-09-15
264,Customer_264,customer264@example.com,Hyderabad,Maharashtra,2023-07-17
265,Customer_265,customer265@example.com,Pune,Maharashtra,2024-07-02
266,Customer_266,customer266@example.com,Bengaluru,Telangana,2023-08-10
267,Customer_267,customer267@example.com,Lucknow,Tamil Nadu,2024-08-26
268,Customer_268,customer268@example.com,Kolkata,Gujarat,2023-10-17
269,Customer_269,customer269@example.com,Mumbai,Telangana,2023-10-31
270,Customer_270,customer270@example.com,Hyderabad,Maharashtra,2023-07-03
271,Customer_271,customer271@example.com,Chennai,Delhi,2024-06-30
272,Customer_272,customer272@example.com,Bengaluru,Tamil Nadu,2023-02-16
273,Customer_273,customer273@example.com,Delhi,West Bengal,2023-10-27
274,Customer_274,customer274@example.com,Bengaluru,Uttar Pradesh,2023-04-16
275,Customer_275,customer275@example.com,Delhi,Gujarat,2023-10-19
276,Customer_276,customer276@example.com,Lucknow,Uttar Pradesh,2024-03-27
277,Customer_277,customer277@example.com,Pune,Karnataka,2023-02-22
278,Customer_278,customer278@example.com,Chennai,Uttar Pradesh,2023-04-27
279,Customer_279,customer279@example.com,Mumbai,Rajasthan,2024-05-18
280,Customer_280,customer280@example.com,Mumbai,Gujarat,2024-10-06
281,Customer_281,customer281@example.com,Delhi,Karnataka,2023-06-02
282,Customer_282,customer282@example.com,Ahmedabad,Tamil Nadu,2023-03-29
283,Customer_283,customer283@example.com,Hyderabad,Maharashtra,2024-07-25
284,Customer_284,customer284@example.com,Jaipur,Gujarat,2024-09-02
285,Customer_285,customer285@example.com,Ahmedabad,Telangana,2024-06-19
286,Customer_286,customer286@example.com,Jaipur,Uttar Pradesh,2024-03-29
287,Customer_287,customer287@example.com,Chennai,Gujarat,2024-03-15
288,Customer_288,customer288@example.com,Chennai,Gujarat,2024-09-27
289,Customer_289,customer289@example.com,Delhi,Gujarat,2023-04-12
290,Customer_290,customer290@example.com,Hyderabad,Telangana,2023-09-28
291,Customer_291,customer291@example.com,Mumbai,Karnataka,2023-09-03
292,Customer_292,customer292@example.com,Bengaluru,West Bengal,2023-03-18
293,Customer_293,customer293@example.com,Bengaluru,Delhi,2024-02-23
294,Customer_294,customer294@example.com,Lucknow,Gujarat,2024-04-26
295,Customer_295,customer295@example.com,Chennai,Delhi,2023-08-26
296,Customer_296,customer296@example.com,Chennai,Tamil Nadu,2024-04-09
297,Customer_297,customer297@example.com,Mumbai,Telangana,2023-09-28
298,Customer_298,customer298@example.com,Ahmedabad,Telangana,2024-03-11
299,Customer_299,customer299@example.com,Mumbai,West Bengal,2023-08-19
300,Customer_300,customer300@example.com,Bengaluru,Tamil Nadu,2023-05-26
301,Customer_301,customer301@example.com,Mumbai,Delhi,2023-06-19
302,Customer_302,customer302@example.com,Chennai,Gujarat,2024-08-05
303,Customer_303,customer303@example.com,Chennai,Uttar Pradesh,2023-05-08
304,Customer_304,customer304@example.com,Lucknow,Tamil Nadu,2024-02-17
305,Customer_305,customer305@example.com,Chennai,West Bengal,2024-07-06
306,Customer_306,customer306@example.com,Lucknow,Uttar Pradesh,2023-03-24
307,Customer_307,customer307@example.com,Ahmedabad,Delhi,2024-03-18
308,Customer_308,customer308@example.com,Pune,Gujarat,2023-09-14
309,Customer_309,customer309@example.com,Delhi,Maharashtra,2023-08-23
310,Customer_310,customer310@example.com,Ahmedabad,Gujarat,2023-01-22
311,Customer_311,customer311@example.com,Chennai,Gujarat,2023-02-11
312,Customer_312,customer312@example.com,Bengaluru,Uttar Pradesh,2024-06-15
313,Customer_313,customer313@example.com,Lucknow,Tamil Nadu,2023-07-05
314,Customer_314,customer314@example.com,Ahmedabad,Rajasthan,2024-10-12
315,Customer_315,customer315@example.com,Lucknow,Maharashtra,2024-04-26
316,Customer_316,customer316@example.com,Pune,Rajasthan,2023-12-08
317,Customer_317,customer317@example.com,Pune,Maharashtra,2023-06-14
318,Customer_318,customer318@example.com,Pune,Rajasthan,2024-05-22
319,Customer_319,customer319@example.com,Chennai,Rajasthan,2024-07-17
320,Customer_320,customer320@example.com,Delhi,Uttar Pradesh,2023-04-01
321,Customer_321,customer321@example.com,Pune,Tamil Nadu,2023-11-28
322,Customer_322,customer322@example.com,Mumbai,Rajasthan,2024-06-10
323,Customer_323,customer323@example.com,Delhi,West Bengal,2024-04-18
324,Customer_324,customer324@example.com,Jaipur,Delhi,2023-07-12
325,Customer_325,customer325@example.com,Kolkata,Maharashtra,2024-09-29
326,Customer_326,customer326@example.com,Lucknow,Uttar Pradesh,2023-02-22
327,Customer_327,customer327@example.com,Hyderabad,Tamil Nadu,2024-07-16
328,Customer_328,customer328@example.com,Bengaluru,Tamil Nadu,2024-03-24
329,Customer_329,customer329@example.com,Lucknow,Maharashtra,2023-01-30
330,Customer_330,customer330@example.com,Ahmedabad,Telangana,2023-06-12
331,Customer_331,customer331@example.com,Chennai,West Bengal,2023-01-15
332,Customer_332,customer332@example.com,Kolkata,Rajasthan,2023-04-06
333,Customer_333,customer333@example.com,Hyderabad,Maharashtra,2024-04-17
334,Customer_334,customer334@example.com,Mumbai,Karnataka,2024-05-25
335,Customer_335,customer335@example.com,Chennai,West Bengal,2023-10-07
336,Customer_336,customer336@example.com,Jaipur,Uttar Pradesh,2024-04-28
337,Customer_337,customer337@example.com,Hyderabad,Uttar Pradesh,2024-07-18
338,Customer_338,customer338@example.com,Bengaluru,Rajasthan,2023-07-15
339,Customer_339,customer339@example.com,Ahmedabad,West Bengal,2023-05-20
340,Customer_340,customer340@example.com,Mumbai,Tamil Nadu,2024-02-29
341,Customer_341,customer341@example.com,Pune,West Bengal,2023-10-01
342,Customer_342,customer342@example.com,Delhi,Tamil Nadu,2023-11-02
343,Customer_343,customer343@example.com,Ahmedabad,Gujarat,2024-11-06
344,Customer_344,customer344@example.com,Lucknow,Karnataka,2024-04-02
345,Customer_345,customer345@example.com,Kolkata,Uttar Pradesh,2023-12-20
346,Customer_346,customer346@example.com,Pune,West Bengal,2024-07-10
347,Customer_347,customer347@example.com,Jaipur,Uttar Pradesh,2023-11-26
348,Customer_348,customer348@example.com,Hyderabad,Telangana,2024-08-08
349,Customer_349,customer349@example.com,Jaipur,Telangana,2024-02-25
350,Customer_350,customer350@example.com,Delhi,Maharashtra,2024-04-29
351,Customer_351,customer351@example.com,Jaipur,Rajasthan,2024-11-10
352,Customer_352,customer352@example.com,Bengaluru,Uttar Pradesh,2023-02-07
353,Customer_353,customer353@example.com,Bengaluru,West Bengal,2024-08-27
354,Customer_354,customer354@example.com,Pune,Maharashtra,2024-03-26
355,Customer_355,customer355@example.com,Mumbai,West Bengal,2024-04-12
356,Customer_356,customer356@example.com,Delhi,Karnataka,2024-02-24
357,Customer_357,customer357@example.com,Bengaluru,Maharashtra,2024-04-25
358,Customer_358,customer358@example.com,Chennai,Maharashtra,2024-09-30
359,Customer_359,customer359@example.com,Jaipur,Maharashtra,2023-12-03
360,Customer_360,customer360@example.com,Kolkata,Rajasthan,2023-11-21
361,Customer_361,customer361@example.com,Lucknow,West Bengal,2023-02-06
362,Customer_362,customer362@example.com,Ahmedabad,Maharashtra,2023-08-29
363,Customer_363,customer363@example.com,Chennai,Telangana,2023-04-03
364,Customer_364,customer364@example.com,Jaipur,Maharashtra,2024-10-10
365,Customer_365,customer365@example.com,Mumbai,Uttar Pradesh,2023-06-20
366,Customer_366,customer366@example.com,Chennai,Delhi,2023-02-17
367,Customer_367,customer367@example.com,Pune,Delhi,2023-10-28
368,Customer_368,customer368@example.com,Pune,Maharashtra,2024-03-17
369,Customer_369,customer369@example.com,Bengaluru,Telangana,2024-06-27
370,Customer_370,customer370@example.com,Jaipur,Gujarat,2024-11-29
371,Customer_371,customer371@example.com,Bengaluru,Karnataka,2023-06-29
372,Customer_372,customer372@example.com,Mumbai,Gujarat,2024-01-27
373,Customer_373,customer373@example.com,Ahmedabad,Telangana,2024-05-24
374,Customer_374,customer374@example.com,Ahmedabad,Karnataka,2023-08-26
375,Customer_375,customer375@example.com,Lucknow,Tamil Nadu,2024-04-15
376,Customer_376,customer376@example.com,Chennai,Delhi,2024-04-21
377,Customer_377,customer377@example.com,Chennai,West Bengal,2023-06-11
378,Customer_378,customer378@example.com,Mumbai,Uttar Pradesh,2023-12-20
379,Customer_379,customer379@example.com,Ahmedabad,Tamil Nadu,2024-10-16
380,Customer_380,customer380@example.com,Jaipur,Tamil Nadu,2024-04-12
381,Customer_381,customer381@example.com,Chennai,Telangana,2024-01-29
382,Customer_382,customer382@example.com,Lucknow,Maharashtra,2023-08-31
383,Customer_383,customer383@example.com,Jaipur,Gujarat,2024-01-03
384,Customer_384,customer384@example.com,Ahmedabad,Tamil Nadu,2023-10-30
385,Customer_385,customer385@example.com,Delhi,Rajasthan,2023-10-09
386,Customer_386,customer386@example.com,Delhi,Gujarat,2023-02-20
387,Customer_387,customer387@example.com,Ahmedabad,Uttar Pradesh,2023-10-21
388,Customer_388,customer388@example.com,Hyderabad,Gujarat,2023-12-27
389,Customer_389,customer389@example.com,Hyderabad,Telangana,2024-09-27
